Davidoff Grand Cru N°4                                                  ,1      ,10.90  ,10.90€  ,dominican-cigars        ,singles                   ,davidoff
Davidoff Grand Cru N°5                                                  ,1      ,8.60   ,8.60€   ,dominican-cigars        ,singles                   ,davidoff
J. Cortès Corona Honduras                                               ,2      ,3.00   ,6.00€   ,belgian-cigars          ,full-boxes                ,
J. Cortès Exclusive Choice                                              ,24     ,1.25   ,30.00€  ,belgian-cigars          ,full-boxes                ,
J. Cortès Collection                                                    ,9      ,2.11   ,19.00€  ,belgian-cigars          ,full-boxes                ,
J. Cortès Perla De Calvano Corona                                       ,5      ,2.00   ,10.00€  ,belgian-cigars          ,full-boxes                ,
J. Cortès Perla De Calvano Robusto                                      ,5      ,2.50   ,12.50€  ,belgian-cigars          ,full-boxes                ,
J. Cortès Mini                                                          ,20     ,0.47   ,9.40€   ,belgian-cigars          ,full-boxes                ,
J. Cortès Classic                                                       ,5      ,0.88   ,4.40€   ,belgian-cigars          ,full-boxes                ,
J. Cortès Club                                                          ,5      ,1.08   ,5.40€   ,belgian-cigars          ,full-boxes                ,
J. Cortès Presidency                                                    ,5      ,1.26   ,6.30€   ,belgian-cigars          ,full-boxes                ,
J. Cortès High Class                                                    ,2      ,3.00   ,6.00€   ,belgian-cigars          ,full-boxes                ,
J. Cortès Mini Honduras                                                 ,20     ,0.29   ,5.80€   ,belgian-cigars          ,full-boxes                ,
J. Cortès Panetela Honduras                                             ,5      ,1.20   ,6.00€   ,belgian-cigars          ,full-boxes                ,
Padrón 7000 Maduro                                                      ,26     ,10.90  ,283.40€ ,nicaraguan-cigars       ,full-boxes                ,padron
Padrón Executive Maduro                                                 ,26     ,10.10  ,262.60€ ,nicaraguan-cigars       ,full-boxes                ,padron
Padrón Executive Natural                                                ,26     ,10.10  ,262.60€ ,nicaraguan-cigars       ,full-boxes                ,padron
Padrón 2000 Maduro                                                      ,26     ,6.20   ,161.20€ ,nicaraguan-cigars       ,full-boxes                ,padron
Padrón 2000 Natural                                                     ,26     ,6.20   ,161.20€ ,nicaraguan-cigars       ,full-boxes                ,padron
Padrón 3000 Natural                                                     ,26     ,7.30   ,189.80€ ,nicaraguan-cigars       ,full-boxes                ,padron
Padrón 4000 Maduro                                                      ,26     ,9.90   ,257.40€ ,nicaraguan-cigars       ,full-boxes                ,padron
Padrón 4000 Natural                                                     ,26     ,9.90   ,257.40€ ,nicaraguan-cigars       ,full-boxes                ,padron
Padrón 5000 Maduro                                                      ,26     ,9.80   ,254.80€ ,nicaraguan-cigars       ,full-boxes                ,padron
Padrón 1926 80th Years Natural                                          ,8      ,50.00  ,400.00€ ,nicaraguan-cigars       ,full-boxes                ,padron
Padrón 1926 Family Reserve 45 Natural                                   ,10     ,37.00  ,370.00€ ,nicaraguan-cigars       ,full-boxes                ,padron
Padrón 1926 Family Reserve 46 Maduro                                    ,10     ,37.00  ,370.00€ ,nicaraguan-cigars       ,full-boxes                ,padron
Padrón 1964 Gift Pack Maduro                                            ,5      ,28.00  ,140.00€ ,nicaraguan-cigars       ,full-boxes                ,padron
Padrón 1964 Gift Pack Natural                                           ,5      ,28.00  ,140.00€ ,nicaraguan-cigars       ,full-boxes                ,padron
Padrón 1964 Anniversary Exclusivo Maduro                                ,25     ,17.10  ,427.50€ ,nicaraguan-cigars       ,full-boxes                ,padron
Padrón 1964 Anniversary Exclusivo Natural                               ,25     ,17.10  ,427.50€ ,nicaraguan-cigars       ,full-boxes                ,padron
Padrón 1964 Anniversary Pyramid Natural                                 ,25     ,22.90  ,572.50€ ,nicaraguan-cigars       ,full-boxes                ,padron
Padrón 1964 Anniversary Torpedo Maduro                                  ,20     ,25.00  ,500.00€ ,nicaraguan-cigars       ,full-boxes                ,padron
CAO Flathead Camshaft 554                                               ,24     ,8.00   ,192.00€ ,nicaraguan-cigars       ,full-boxes                ,
CAO Flathead Carb 660                                                   ,24     ,9.10   ,218.40€ ,nicaraguan-cigars       ,full-boxes                ,
CAO Flathead Big Block 770                                              ,24     ,12.10  ,290.40€ ,nicaraguan-cigars       ,full-boxes                ,
CAO Flathead Limited Jar                                                ,5      ,9.70   ,48.50€  ,nicaraguan-cigars       ,full-boxes                ,
NUB Cameroon 358                                                        ,24     ,6.80   ,163.20€ ,nicaraguan-cigars       ,full-boxes                ,
NUB Connecticut 354                                                     ,24     ,7.20   ,172.80€ ,nicaraguan-cigars       ,full-boxes                ,
NUB Maduro 460                                                          ,24     ,9.20   ,220.80€ ,nicaraguan-cigars       ,full-boxes                ,
NUB Sungrown 460                                                        ,24     ,8.20   ,196.80€ ,nicaraguan-cigars       ,full-boxes                ,
NUB Sungrown 466                                                        ,24     ,10.90  ,261.60€ ,nicaraguan-cigars       ,full-boxes                ,
Rocky Patel Hamlet Tabaquero Salomon                                    ,10     ,17.00  ,170.00€ ,nicaraguan-cigars       ,full-boxes                ,
Rocky Patel Hamlet Tabaquero Robusto                                    ,20     ,12.90  ,258.00€ ,nicaraguan-cigars       ,full-boxes                ,
Rocky Patel Hamlet Tabaquero Grand Robusto                              ,20     ,13.50  ,270.00€ ,nicaraguan-cigars       ,full-boxes                ,
Rocky Patel Hamlet Tabaquero Corona                                     ,20     ,11.90  ,238.00€ ,nicaraguan-cigars       ,full-boxes                ,
Rocky Patel Hamlet Tabaquero Toro                                       ,20     ,13.50  ,270.00€ ,nicaraguan-cigars       ,full-boxes                ,
La Aroma del Caribe El Jefe                                             ,24     ,8.90   ,213.60€ ,nicaraguan-cigars       ,full-boxes                ,
La Aroma del Caribe Immensa                                             ,24     ,7.80   ,187.20€ ,nicaraguan-cigars       ,full-boxes                ,
La Aroma del Caribe Mi Amor Valentino                                   ,25     ,9.90   ,247.50€ ,nicaraguan-cigars       ,full-boxes                ,
El Credito Serie R Estelí No. 54                                        ,18     ,8.90   ,160.20€ ,nicaraguan-cigars       ,full-boxes                ,
El Credito Serie R Estelí No. 64                                        ,18     ,9.80   ,176.40€ ,nicaraguan-cigars       ,full-boxes                ,
Brick House Robusto                                                     ,25     ,6.60   ,165.00€ ,nicaraguan-cigars       ,full-boxes                ,
La Ley Canonazo                                                         ,21     ,14.00  ,294.00€ ,nicaraguan-cigars       ,full-boxes                ,
La Ley Mareva                                                           ,21     ,8.90   ,186.90€ ,nicaraguan-cigars       ,full-boxes                ,
La Ley Robusto                                                          ,21     ,12.90  ,270.90€ ,nicaraguan-cigars       ,full-boxes                ,
Alec Bradley Black Market Tubo                                          ,10     ,10.50  ,105.00€ ,nicaraguan-cigars       ,full-boxes                ,
Alec Bradley Nica Puro Rosado Bajito                                    ,20     ,7.50   ,150.00€ ,nicaraguan-cigars       ,full-boxes                ,
Alec Bradley Post Embargo Robusto                                       ,20     ,8.50   ,170.00€ ,nicaraguan-cigars       ,full-boxes                ,
Alec Bradley Texas Lancero                                              ,10     ,9.00   ,90.00€  ,nicaraguan-cigars       ,full-boxes                ,
Flor de Oliva Robusto                                                   ,25     ,4.30   ,107.50€ ,nicaraguan-cigars       ,full-boxes                ,
Oliva Serie V Melanio Robusto Gran Reserva Limitada                     ,10     ,13.50  ,135.00€ ,nicaraguan-cigars       ,full-boxes                ,oliva
Oliva Serie V Double Toro                                               ,24     ,11.50  ,276.00€ ,nicaraguan-cigars       ,full-boxes                ,oliva
Oliva Serie V Torpedo                                                   ,24     ,11.50  ,276.00€ ,nicaraguan-cigars       ,full-boxes                ,oliva
Nicarao Clasico Anno VI Minuto                                          ,20     ,5.20   ,104.00€ ,nicaraguan-cigars       ,full-boxes                ,nicarao
Nicarao Clasico Anno VI Robusto                                         ,20     ,6.80   ,136.00€ ,nicaraguan-cigars       ,full-boxes                ,nicarao
Nicarao Especial Gordo                                                  ,21     ,8.90   ,186.90€ ,nicaraguan-cigars       ,full-boxes                ,nicarao
Nicarao Especial Torito                                                 ,21     ,8.20   ,172.20€ ,nicaraguan-cigars       ,full-boxes                ,nicarao
Nicarao Especial Toro Doble                                             ,21     ,9.90   ,207.90€ ,nicaraguan-cigars       ,full-boxes                ,nicarao
Nicarao Exclusivo Don Rafa                                              ,20     ,15.50  ,310.00€ ,nicaraguan-cigars       ,full-boxes                ,nicarao
Nicarao Exclusivo Robusto Extra                                         ,20     ,14.50  ,290.00€ ,nicaraguan-cigars       ,full-boxes                ,nicarao
Nicarao Exclusivo E4                                                    ,20     ,12.90  ,258.00€ ,nicaraguan-cigars       ,full-boxes                ,nicarao
CAO Colombia Vallenato                                                  ,20     ,8.50   ,170.00€ ,nicaraguan-cigars       ,full-boxes                ,
CAO Colombia Bogotá                                                     ,20     ,9.30   ,186.00€ ,nicaraguan-cigars       ,full-boxes                ,
CAO Colombia Magdalena                                                  ,20     ,9.50   ,190.00€ ,nicaraguan-cigars       ,full-boxes                ,
Casa Magna Gran Toro                                                    ,27     ,7.50   ,202.50€ ,nicaraguan-cigars       ,full-boxes                ,
Casa Magna Pikito                                                       ,55     ,4.70   ,258.50€ ,nicaraguan-cigars       ,full-boxes                ,
Casa Magna Robusto                                                      ,27     ,6.50   ,175.50€ ,nicaraguan-cigars       ,full-boxes                ,
Flor de Las Antillas Robusto                                            ,20     ,8.90   ,178.00€ ,nicaraguan-cigars       ,full-boxes                ,
Flor de Las Antillas Toro                                               ,20     ,9.20   ,184.00€ ,nicaraguan-cigars       ,full-boxes                ,
Flor de Las Antillas Robusto                                            ,1      ,8.90   ,8.90€   ,nicaraguan-cigars       ,singles                   ,
Flor de Las Antillas Toro                                               ,1      ,9.20   ,9.20€   ,nicaraguan-cigars       ,singles                   ,
Casa Magna Gran Toro                                                    ,1      ,7.50   ,7.50€   ,nicaraguan-cigars       ,singles                   ,
Casa Magna Pikito                                                       ,1      ,4.70   ,4.70€   ,nicaraguan-cigars       ,singles                   ,
Casa Magna Robusto                                                      ,1      ,6.50   ,6.50€   ,nicaraguan-cigars       ,singles                   ,
Flor de Oliva Robusto                                                   ,1      ,4.30   ,4.30€   ,nicaraguan-cigars       ,singles                   ,
La Ley Canonazo                                                         ,1      ,14.00  ,14.00€  ,nicaraguan-cigars       ,singles                   ,
La Ley Mareva                                                           ,1      ,8.90   ,8.90€   ,nicaraguan-cigars       ,singles                   ,
La Ley Robusto                                                          ,1      ,12.90  ,12.90€  ,nicaraguan-cigars       ,singles                   ,
El Credito Serie R Estelí No. 54                                        ,1      ,8.90   ,8.90€   ,nicaraguan-cigars       ,singles                   ,
El Credito Serie R Estelí No. 64                                        ,1      ,9.80   ,9.80€   ,nicaraguan-cigars       ,singles                   ,
Nicarao Especial Gordo                                                  ,1      ,8.90   ,8.90€   ,nicaraguan-cigars       ,singles                   ,nicarao
Nicarao Especial Torito                                                 ,1      ,8.20   ,8.20€   ,nicaraguan-cigars       ,singles                   ,nicarao
Nicarao Especial Toro Doble                                             ,1      ,9.90   ,9.90€   ,nicaraguan-cigars       ,singles                   ,nicarao
Nicarao Exclusivo Don Rafa                                              ,1      ,15.50  ,15.50€  ,nicaraguan-cigars       ,singles                   ,nicarao
Nicarao Exclusivo Robusto Extra                                         ,1      ,14.50  ,14.50€  ,nicaraguan-cigars       ,singles                   ,nicarao
Nicarao Exclusivo E4                                                    ,1      ,12.90  ,12.90€  ,nicaraguan-cigars       ,singles                   ,nicarao
Nicarao Clasico Anno VI Minuto                                          ,1      ,5.20   ,5.20€   ,nicaraguan-cigars       ,singles                   ,nicarao
Nicarao Clasico Anno VI Robusto                                         ,1      ,6.80   ,6.80€   ,nicaraguan-cigars       ,singles                   ,nicarao
Padrón 1964 Anniversary Exclusivo Maduro                                ,1      ,17.10  ,17.10€  ,nicaraguan-cigars       ,singles                   ,padron
Padrón 1964 Anniversary Exclusivo Natural                               ,1      ,17.10  ,17.10€  ,nicaraguan-cigars       ,singles                   ,padron
Padrón 1964 Anniversary Pyramid Natural                                 ,1      ,22.90  ,22.90€  ,nicaraguan-cigars       ,singles                   ,padron
Padrón 1964 Anniversary Torpedo Maduro                                  ,1      ,25.00  ,25.00€  ,nicaraguan-cigars       ,singles                   ,padron
Padrón 1926 80th Years Natural                                          ,1      ,50.00  ,50.00€  ,nicaraguan-cigars       ,singles                   ,padron
Padrón 1926 Family Reserve 45 Natural                                   ,1      ,37.00  ,37.00€  ,nicaraguan-cigars       ,singles                   ,padron
Padrón 1926 Family Reserve 46 Maduro                                    ,1      ,37.00  ,37.00€  ,nicaraguan-cigars       ,singles                   ,padron
Padrón Executive Maduro                                                 ,1      ,10.10  ,10.10€  ,nicaraguan-cigars       ,singles                   ,padron
Padrón Executive Natural                                                ,1      ,10.10  ,10.10€  ,nicaraguan-cigars       ,singles                   ,padron
Padrón 2000 Maduro                                                      ,1      ,6.20   ,6.20€   ,nicaraguan-cigars       ,singles                   ,padron
Padrón 2000 Natural                                                     ,1      ,6.20   ,6.20€   ,nicaraguan-cigars       ,singles                   ,padron
Padrón 3000 Natural                                                     ,1      ,7.30   ,7.30€   ,nicaraguan-cigars       ,singles                   ,padron
Padrón 4000 Maduro                                                      ,1      ,9.90   ,9.90€   ,nicaraguan-cigars       ,singles                   ,padron
Padrón 4000 Natural                                                     ,1      ,9.90   ,9.90€   ,nicaraguan-cigars       ,singles                   ,padron
Padrón 5000 Maduro                                                      ,1      ,9.80   ,9.80€   ,nicaraguan-cigars       ,singles                   ,padron
Padrón 7000 Maduro                                                      ,1      ,10.90  ,10.90€  ,nicaraguan-cigars       ,singles                   ,padron
Alec Bradley Black Market Tubo                                          ,1      ,10.50  ,10.50€  ,nicaraguan-cigars       ,singles                   ,
Alec Bradley Nica Puro Rosado Bajito                                    ,1      ,7.50   ,7.50€   ,nicaraguan-cigars       ,singles                   ,
Alec Bradley Post Embargo Robusto                                       ,1      ,8.50   ,8.50€   ,nicaraguan-cigars       ,singles                   ,
Alec Bradley Texas Lancero                                              ,1      ,9.00   ,9.00€   ,nicaraguan-cigars       ,singles                   ,
CAO Flathead Camshaft 554                                               ,1      ,8.00   ,8.00€   ,nicaraguan-cigars       ,singles                   ,
CAO Flathead Carb 660                                                   ,1      ,9.10   ,9.10€   ,nicaraguan-cigars       ,singles                   ,
CAO Flathead Big Block 770                                              ,1      ,12.10  ,12.10€  ,nicaraguan-cigars       ,singles                   ,
Oliva Serie V Double Toro                                               ,1      ,11.50  ,11.50€  ,nicaraguan-cigars       ,singles                   ,oliva
Oliva Serie V Torpedo                                                   ,1      ,11.50  ,11.50€  ,nicaraguan-cigars       ,singles                   ,oliva
Oliva Serie V Melanio Robusto Gran Reserva Limitada                     ,1      ,13.50  ,13.50€  ,nicaraguan-cigars       ,singles                   ,oliva
La Aroma del Caribe El Jefe                                             ,1      ,8.90   ,8.90€   ,nicaraguan-cigars       ,singles                   ,
La Aroma del Caribe Immensa                                             ,1      ,7.80   ,7.80€   ,nicaraguan-cigars       ,singles                   ,
La Aroma del Caribe Mi Amor Valentino                                   ,1      ,9.90   ,9.90€   ,nicaraguan-cigars       ,singles                   ,
Rocky Patel Hamlet Tabaquero Salomon                                    ,1      ,17.00  ,17.00€  ,nicaraguan-cigars       ,singles                   ,
Rocky Patel Hamlet Tabaquero Grand Robusto                              ,1      ,13.50  ,13.50€  ,nicaraguan-cigars       ,singles                   ,
Rocky Patel Hamlet Tabaquero Robusto                                    ,1      ,12.90  ,12.90€  ,nicaraguan-cigars       ,singles                   ,
Rocky Patel Hamlet Tabaquero Corona                                     ,1      ,11.90  ,11.90€  ,nicaraguan-cigars       ,singles                   ,
Rocky Patel Hamlet Tabaquero Toro                                       ,1      ,13.50  ,13.50€  ,nicaraguan-cigars       ,singles                   ,
NUB Sungrown 466                                                        ,1      ,10.90  ,10.90€  ,nicaraguan-cigars       ,singles                   ,
NUB Cameroon 358                                                        ,1      ,6.80   ,6.80€   ,nicaraguan-cigars       ,singles                   ,
NUB Connecticut 354                                                     ,1      ,7.20   ,7.20€   ,nicaraguan-cigars       ,singles                   ,
NUB Maduro 460                                                          ,1      ,9.20   ,9.20€   ,nicaraguan-cigars       ,singles                   ,
NUB Sungrown 460                                                        ,1      ,8.20   ,8.20€   ,nicaraguan-cigars       ,singles                   ,
CAO Colombia Vallenato                                                  ,1      ,8.50   ,8.50€   ,nicaraguan-cigars       ,singles                   ,
CAO Colombia Bogotá                                                     ,1      ,9.30   ,9.30€   ,nicaraguan-cigars       ,singles                   ,
CAO Colombia Magdalena                                                  ,1      ,9.50   ,9.50€   ,nicaraguan-cigars       ,singles                   ,
Brick House Robusto                                                     ,1      ,6.60   ,6.60€   ,nicaraguan-cigars       ,singles                   ,
Balmoral Rothschild Masivo Añejo XO                                     ,1      ,9.00   ,9.00€   ,dutch-cigars            ,singles                   ,
Balmoral Petit Robusto FT Añejo XO                                      ,1      ,7.50   ,7.50€   ,dutch-cigars            ,singles                   ,
Oud Kampen La Donna                                                     ,10     ,0.92   ,9.20€   ,dutch-cigars            ,full-boxes                ,
Oud Kampen La Donna                                                     ,5      ,0.92   ,4.60€   ,dutch-cigars            ,full-boxes                ,
Oud Kampen La Reina                                                     ,10     ,0.96   ,9.60€   ,dutch-cigars            ,full-boxes                ,
Oud Kampen Senoritas Selection                                          ,10     ,0.96   ,9.60€   ,dutch-cigars            ,full-boxes                ,
Oud Kampen Amadeus                                                      ,5      ,1.40   ,7.00€   ,dutch-cigars            ,full-boxes                ,
Oud Kampen Ambassadeur                                                  ,5      ,2.06   ,10.30€  ,dutch-cigars            ,full-boxes                ,
Oud Kampen Selection Brasil                                             ,10     ,0.98   ,9.80€   ,dutch-cigars            ,full-boxes                ,
Oud Kampen Brasil Elite                                                 ,20     ,0.73   ,14.60€  ,dutch-cigars            ,full-boxes                ,
Oud Kampen Classica                                                     ,10     ,1.45   ,14.50€  ,dutch-cigars            ,full-boxes                ,
Oud Kampen Delicatesse                                                  ,10     ,1.17   ,11.70€  ,dutch-cigars            ,full-boxes                ,
Oud Kampen Elite                                                        ,20     ,0.67   ,13.50€  ,dutch-cigars            ,full-boxes                ,
Olifant Giant Cigarillos Brazil                                         ,5      ,1.60   ,8.00€   ,dutch-cigars            ,full-boxes                ,
Olifant Giant Cigarillos Sumatra                                        ,5      ,1.60   ,8.00€   ,dutch-cigars            ,full-boxes                ,
Olifant Valentino Robusto                                               ,8      ,4.00   ,32.00€  ,dutch-cigars            ,full-boxes                ,
Olifant VOC                                                             ,10     ,1.70   ,17.00€  ,dutch-cigars            ,full-boxes                ,
Olifant Corona                                                          ,10     ,2.20   ,22.00€  ,dutch-cigars            ,full-boxes                ,
Olifant Corona Brazil                                                   ,10     ,2.80   ,28.00€  ,dutch-cigars            ,full-boxes                ,
Olifant Corona Panatella                                                ,10     ,2.80   ,28.00€  ,dutch-cigars            ,full-boxes                ,
Olifant Corona Panatella                                                ,5      ,3.50   ,17.50€  ,dutch-cigars            ,full-boxes                ,
Olifant Corona Panatella Brazil                                         ,10     ,3.20   ,32.00€  ,dutch-cigars            ,full-boxes                ,
Olifant Fantje                                                          ,10     ,1.50   ,15.00€  ,dutch-cigars            ,full-boxes                ,
Olifant Fantje                                                          ,20     ,1.25   ,25.00€  ,dutch-cigars            ,full-boxes                ,
Olifant Ivory                                                           ,5      ,4.60   ,23.00€  ,dutch-cigars            ,full-boxes                ,
Olifant Knakje                                                          ,10     ,1.70   ,17.00€  ,dutch-cigars            ,full-boxes                ,
Olifant Matelieff                                                       ,8      ,1.68   ,13.50€  ,dutch-cigars            ,full-boxes                ,
Olifant Mini Cigarillos Brazil                                          ,7      ,1.12   ,7.84€   ,dutch-cigars            ,full-boxes                ,
Olifant Mini Cigarillos Sumatra                                         ,7      ,1.12   ,7.84€   ,dutch-cigars            ,full-boxes                ,
Balmoral Sumatra Selection Overland                                     ,5      ,1.50   ,7.50€   ,dutch-cigars            ,full-boxes                ,
Balmoral Sumatra Selection Overland                                     ,25     ,1.50   ,37.50€  ,dutch-cigars            ,full-boxes                ,
Balmoral Sumatra Selection Panatella                                    ,5      ,1.30   ,6.50€   ,dutch-cigars            ,full-boxes                ,
Balmoral Sumatra Selection Panatella                                    ,25     ,1.26   ,31.50€  ,dutch-cigars            ,full-boxes                ,
Balmoral Sumatra Selection Rivales                                      ,10     ,1.30   ,13.00€  ,dutch-cigars            ,full-boxes                ,
Balmoral Sumatra Selection Rivales                                      ,25     ,1.28   ,32.00€  ,dutch-cigars            ,full-boxes                ,
Balmoral Sumatra Selection Shetlands                                    ,20     ,0.65   ,13.00€  ,dutch-cigars            ,full-boxes                ,
Balmoral Sumatra Selection Shetlands                                    ,50     ,0.62   ,31.25€  ,dutch-cigars            ,full-boxes                ,
Balmoral Rothschild Masivo Añejo XO                                     ,20     ,9.00   ,180.00€ ,dutch-cigars            ,full-boxes                ,
Balmoral Sumatra Selection Cardinal                                     ,10     ,1.07   ,10.70€  ,dutch-cigars            ,full-boxes                ,
Balmoral Petit Robusto FT Añejo XO                                      ,20     ,7.50   ,150.00€ ,dutch-cigars            ,full-boxes                ,
Balmoral Sumatra Selection Cardinal                                     ,25     ,1.07   ,26.75€  ,dutch-cigars            ,full-boxes                ,
Balmoral Sumatra Selection Mariscales                                   ,10     ,2.06   ,20.60€  ,dutch-cigars            ,full-boxes                ,
Balmoral Sumatra Selection Cumberland                                   ,10     ,0.90   ,9.00€   ,dutch-cigars            ,full-boxes                ,
Balmoral Sumatra Selection Collection                                   ,9      ,1.94   ,17.50€  ,dutch-cigars            ,full-boxes                ,
Balmoral Sumatra Selection Cumberland                                   ,25     ,0.90   ,22.50€  ,dutch-cigars            ,full-boxes                ,
Balmoral Vintage Sumatra 120 Years Edition                              ,12     ,2.50   ,30.00€  ,dutch-cigars            ,full-boxes                ,
Balmoral Sumatra Selection Diana                                        ,20     ,0.52   ,10.50€  ,dutch-cigars            ,full-boxes                ,
Balmoral Sumatra Selection Collection                                   ,20     ,1.54   ,30.90€  ,dutch-cigars            ,full-boxes                ,
Balmoral Sumatra Selection Diana                                        ,50     ,0.50   ,25.00€  ,dutch-cigars            ,full-boxes                ,
Balmoral Dominican Selection Collection                                 ,12     ,2.15   ,25.80€  ,dutch-cigars            ,full-boxes                ,
Balmoral Sumatra Selection Highlands                                    ,25     ,1.00   ,25.00€  ,dutch-cigars            ,full-boxes                ,
Don Tomas Clasico Colosal                                               ,1      ,6.40   ,6.40€   ,honduras-cigars         ,singles                   ,
Don Tomas Clasico Grueso                                                ,1      ,5.90   ,5.90€   ,honduras-cigars         ,singles                   ,
Don Tomas Robusto                                                       ,1      ,5.50   ,5.50€   ,honduras-cigars         ,singles                   ,
Don Tomas Rothschild                                                    ,1      ,4.70   ,4.70€   ,honduras-cigars         ,singles                   ,
Don Tomas Toro                                                          ,1      ,6.30   ,6.30€   ,honduras-cigars         ,singles                   ,
La Estancia Corona                                                      ,1      ,6.50   ,6.50€   ,honduras-cigars         ,singles                   ,
La Estancia Robusto                                                     ,1      ,7.00   ,7.00€   ,honduras-cigars         ,singles                   ,
La Estancia Short Robusto                                               ,1      ,6.80   ,6.80€   ,honduras-cigars         ,singles                   ,
Camacho Connecticut Robusto A.T.                                        ,1      ,7.50   ,7.50€   ,honduras-cigars         ,singles                   ,
Camacho Corojo Robusto A.T.                                             ,1      ,7.50   ,7.50€   ,honduras-cigars         ,singles                   ,
Camacho Criollo Robusto A.T.                                            ,1      ,7.50   ,7.50€   ,honduras-cigars         ,singles                   ,
Camacho Triple Maduro 11                                                ,18 Toro,13.00  ,18.00€  ,honduras-cigars         ,singles                   ,
Camacho Triple Maduro Robusto                                           ,1      ,       ,13.00€  ,honduras-cigars         ,singles                   ,
Don Tomas Clasico Colosal                                               ,10     ,6.40   ,64.00€  ,honduras-cigars         ,full-boxes                ,
Don Tomas Clasico Grueso                                                ,10     ,5.90   ,59.00€  ,honduras-cigars         ,full-boxes                ,
Don Tomas Robusto                                                       ,10     ,5.50   ,55.00€  ,honduras-cigars         ,full-boxes                ,
Don Tomas Rothschild                                                    ,25     ,4.70   ,117.50€ ,honduras-cigars         ,full-boxes                ,
Don Tomas Toro                                                          ,10     ,6.30   ,63.00€  ,honduras-cigars         ,full-boxes                ,
La Estancia Corona                                                      ,25     ,6.50   ,162.50€ ,honduras-cigars         ,full-boxes                ,
La Estancia Robusto                                                     ,25     ,7.00   ,175.00€ ,honduras-cigars         ,full-boxes                ,
La Estancia Short Robusto                                               ,25     ,6.80   ,170.00€ ,honduras-cigars         ,full-boxes                ,
Camacho Connecticut Robusto A.T.                                        ,10     ,7.50   ,75.00€  ,honduras-cigars         ,full-boxes                ,
Camacho Corojo Robusto A.T.                                             ,10     ,7.50   ,75.00€  ,honduras-cigars         ,full-boxes                ,
Camacho Triple Maduro 11/18 Toro                                        ,20     ,18.00  ,360.00€ ,honduras-cigars         ,full-boxes                ,
Camacho Triple Maduro Robusto                                           ,20     ,13.00  ,260.00€ ,honduras-cigars         ,full-boxes                ,
Cohiba Mini                                                             ,20     ,0.74   ,14.90€  ,category-cuban-cigars   ,                          ,
Cohiba Club                                                             ,20     ,0.90   ,18.00€  ,category-cuban-cigars   ,                          ,
Cohiba Mini White                                                       ,20     ,0.74   ,14.90€  ,category-cuban-cigars   ,                          ,
Cohiba Club White                                                       ,20     ,0.90   ,18.00€  ,category-cuban-cigars   ,                          ,
Montecristo Mini Blue                                                   ,20     ,0.27   ,5.50€   ,category-cuban-cigars   ,                          ,
Montecristo Mini Red                                                    ,20     ,0.27   ,5.50€   ,category-cuban-cigars   ,                          ,
Montecristo Puritos                                                     ,5      ,1.18   ,5.90€   ,category-cuban-cigars   ,                          ,
Montecristo Mini                                                        ,20     ,0.54   ,10.80€  ,category-cuban-cigars   ,                          ,
Montecristo Club                                                        ,20     ,0.65   ,13.00€  ,category-cuban-cigars   ,                          ,
Partagas Chicos                                                         ,5      ,0.96   ,4.80€   ,category-cuban-cigars   ,                          ,
Partagas Mini                                                           ,20     ,0.42   ,8.40€   ,category-cuban-cigars   ,                          ,
Partagas Club                                                           ,20     ,0.51   ,10.20€  ,category-cuban-cigars   ,                          ,
Romeo y Julieta Mini                                                    ,20     ,0.47   ,9.50€   ,category-cuban-cigars   ,                          ,
Romeo y Julieta Puritos                                                 ,5      ,1.06   ,5.30€   ,category-cuban-cigars   ,                          ,
Romeo y Julieta Club                                                    ,20     ,0.57   ,11.40€  ,category-cuban-cigars   ,                          ,
Aged Bolivar Tubos No.1 A.T. 2003                                       ,25     ,14.28  ,357.00€ ,category-cuban-cigars   ,                          ,
Aged Rafael Gonzalez Coronas Extra 2007                                 ,25     ,10.80  ,270.00€ ,category-cuban-cigars   ,                          ,
Aged Partagas Serie P N°2 2005                                          ,25     ,20.00  ,500.00€ ,category-cuban-cigars   ,                          ,
Aged Partagas Shorts 2011                                               ,25     ,10.00  ,250.00€ ,category-cuban-cigars   ,                          ,
Aged Cohiba Magicos Maduro 2007                                         ,10     ,39.50  ,395.00€ ,category-cuban-cigars   ,                          ,
Aged Fonseca Cosacos 2001                                               ,3      ,10.66  ,32.00€  ,category-cuban-cigars   ,                          ,
Romeo y Julieta Pirámides Añejados                                      ,25     ,17.70  ,442.50€ ,category-cuban-cigars   ,                          ,
Aged Rafael Gonzalez Lonsdale 2001                                      ,25     ,20.00  ,500.00€ ,category-cuban-cigars   ,                          ,
Aged Rafael Gonzalez Lonsdale 2001                                      ,1      ,25.00  ,25.00€  ,category-cuban-cigars   ,                          ,
Aged H. Upmann No. 2 2009                                               ,25     ,17.80  ,445.00€ ,category-cuban-cigars   ,                          ,
 Montecristo Churchills Añejados                                        ,25     ,21.60  ,540.00€ ,category-cuban-cigars   ,                          ,
Aged San Cristobal El Morro 2002                                        ,25     ,20.00  ,500.00€ ,category-cuban-cigars   ,                          ,
Aged Saint Luis Rey Serie A 2001                                        ,50     ,15.00  ,750.00€ ,category-cuban-cigars   ,                          ,
Aged H. Upmann Royal Robusto LCDH 2012                                  ,10     ,13.00  ,130.00€ ,category-cuban-cigars   ,                          ,
